"ID","Via","Velocidade_Verificada_Km_h","Fila_em_metros","Vel_verificada_ms","Atraso_segundos","Data","Hora","pico","fase","date_brasil"
851,R. Sarmento Leite,10.81,647,3.00277777777778,149,2019-10-15,07:40:49,manha,obra,01/11/2019
861,Av. Independência,11.04,742,3.06666666666667,165,2019-10-15,07:37:42,manha,obra,01/11/2019
871,Av. Osvaldo Aranha,6.04,413,1.67777777777778,199,2019-10-15,07:45:26,manha,obra,01/11/2019
881,R. Garibaldi,11.22,411,3.11666666666667,68,2019-10-15,07:51:36,manha,obra,01/11/2019
891,R. Sarmento Leite,10.86,422,3.01666666666667,96,2019-10-15,08:58:25,manha,obra,01/11/2019
901,Av. Independência,10.84,807,3.01111111111111,185,2019-10-15,08:29:07,manha,obra,01/11/2019
911,R. Garibaldi,11.52,672,3.2,114,2019-10-15,07:51:36,manha,obra,01/11/2019
921,Av. Osvaldo Aranha,20.42,799,5.67222222222222,62,2019-10-15,08:58:30,manha,obra,01/11/2019
931,R. Santo Antônio,14.01,643,3.89166666666667,60,2019-10-15,08:58:39,manha,obra,01/11/2019
941,R. Sarmento Leite,14.15,647,3.93055555555556,98,2019-10-15,08:58:25,manha,obra,01/11/2019
951,R. Sarmento Leite,13.26,569,3.68333333333333,97,2019-10-16,07:37:40,manha,obra,01/11/2019
961,Av. Independência,12.9,784,3.58333333333333,138,2019-10-16,07:23:56,manha,obra,01/11/2019
971,R. Garibaldi,9.85,411,2.73611111111111,87,2019-10-16,07:58:10,manha,obra,01/11/2019
981,Av. Independência,7.22,742,2.00555555555556,293,2019-10-16,08:37:16,manha,obra,01/11/2019
991,R. Sarmento Leite,14.32,647,3.97777777777778,96,2019-10-16,08:13:09,manha,obra,01/11/2019
1001,R. Garibaldi,12.16,672,3.37777777777778,103,2019-10-16,08:33:47,manha,obra,01/11/2019
1011,Av. Independência,11.17,742,3.10277777777778,162,2019-10-17,07:26:45,manha,obra,01/11/2019
1021,R. Sarmento Leite,12.28,647,3.41111111111111,123,2019-10-17,07:53:12,manha,obra,01/11/2019
1031,Av. Osvaldo Aranha,19.65,799,5.45833333333333,68,2019-10-17,07:55:03,manha,obra,01/11/2019
1041,R. Santo Antônio,11.67,568,3.24166666666667,79,2019-10-17,07:56:46,manha,obra,01/11/2019
1051,R. Sarmento Leite,12.56,647,3.48888888888889,119,2019-10-17,08:39:49,manha,obra,01/11/2019
1061,R. Garibaldi,9.01,672,2.50277777777778,172,2019-10-17,08:03:34,manha,obra,01/11/2019
1071,Av. Osvaldo Aranha,7.07,326,1.96388888888889,127,2019-10-17,08:43:19,manha,obra,01/11/2019
1081,Av. Independência,7.92,398,2.2,135,2019-10-17,08:43:17,manha,obra,01/11/2019
1091,Av. Independência,12.66,876,3.51666666666667,160,2019-10-17,08:43:17,manha,obra,01/11/2019
1101,Av. Independência,11.83,398,3.28611111111111,76,2019-10-17,08:43:17,manha,obra,01/11/2019
1111,R. Sarmento Leite,12.68,647,3.52222222222222,117,2019-10-18,07:31:04,manha,obra,01/11/2019
1121,Av. Independência,12.7,589,3.52777777777778,103,2019-10-18,07:36:02,manha,obra,01/11/2019
1131,R. Santo Antônio,11.74,568,3.26111111111111,77,2019-10-18,07:58:00,manha,obra,01/11/2019
1141,Av. Independência,9.17,742,2.54722222222222,215,2019-09-25,07:24:40,manha,obra,01/11/2019
1151,R. Garibaldi,11.49,411,3.19166666666667,65,2019-09-25,07:56:32,manha,obra,01/11/2019
1161,R. Santo Antônio,10.22,643,2.83888888888889,122,2019-09-25,07:33:51,manha,obra,01/11/2019
1171,Av. Independência,7.75,742,2.15277777777778,268,2019-09-25,07:24:40,manha,obra,01/11/2019
1181,R. Sarmento Leite,9.46,329,2.62777777777778,89,2019-09-25,08:01:30,manha,obra,01/11/2019
1191,R. Sarmento Leite,8.03,439,2.23055555555556,122,2019-09-25,08:59:44,manha,obra,01/11/2019
1201,R. Santo Antônio,10.48,363,2.91111111111111,66,2019-09-25,08:43:15,manha,obra,01/11/2019
1211,Av. Independência - Pista Dir.,10.18,350,2.82777777777778,86,2019-09-25,08:59:47,manha,obra,01/11/2019
1221,Av. Osvaldo Aranha,7.12,326,1.97777777777778,125,2019-09-25,08:11:28,manha,obra,01/11/2019
1231,R. Garibaldi,8.71,672,2.41944444444444,181,2019-09-25,08:30:25,manha,obra,01/11/2019
1241,Av. Independência,6.39,742,1.775,341,2019-09-25,07:24:40,manha,obra,01/11/2019
1251,R. Mostardeiro,8.88,435,2.46666666666667,134,2019-09-25,08:58:01,manha,obra,01/11/2019
1261,R. Sarmento Leite,9.37,422,2.60277777777778,118,2019-09-26,07:39:37,manha,obra,01/11/2019
1271,Av. Independência,11.49,742,3.19166666666667,156,2019-09-26,07:28:30,manha,obra,01/11/2019
1281,R. Santo Antônio,12.28,568,3.41111111111111,70,2019-09-26,07:58:30,manha,obra,01/11/2019
1291,R. Garibaldi,10.22,672,2.83888888888889,140,2019-09-26,07:44:16,manha,obra,01/11/2019
1301,Av. Independência,5.98,807,1.66111111111111,403,2019-09-26,08:44:51,manha,obra,01/11/2019
1311,R. Sarmento Leite,8.11,329,2.25277777777778,110,2019-09-26,08:45:00,manha,obra,01/11/2019
1321,R. Santo Antônio,11.86,643,3.29444444444444,90,2019-09-26,08:51:39,manha,obra,01/11/2019
1331,R. Garibaldi,11.09,411,3.08055555555556,70,2019-09-26,08:53:27,manha,obra,01/11/2019
1341,R. Prof. Annes Dias,4.28,346,1.18888888888889,257,2019-09-26,08:53:24,manha,obra,01/11/2019
1351,Av. Independência,4.01,742,1.11388888888889,589,2019-09-26,08:44:51,manha,obra,01/11/2019
1361,Av. Independência,6.04,784,1.67777777777778,386,2019-09-26,08:44:51,manha,obra,01/11/2019
1371,Av. Independência,14.61,876,4.05833333333333,127,2019-09-26,08:44:51,manha,obra,01/11/2019
1381,Av. Osvaldo Aranha,22.03,985,6.11944444444444,67,2019-09-27,07:49:58,manha,obra,01/11/2019
1391,R. Sarmento Leite,9.25,329,2.56944444444444,92,2019-09-27,07:46:54,manha,obra,01/11/2019
1401,Av. Independência,10.24,807,2.84444444444444,201,2019-09-27,08:21:18,manha,obra,01/11/2019
1411,R. Sarmento Leite,10.47,569,2.90833333333333,138,2019-09-27,07:46:54,manha,obra,01/11/2019
1421,R. Garibaldi,9.11,411,2.53055555555556,99,2019-09-27,08:19:51,manha,obra,01/11/2019
1431,R. Mostardeiro,11.6,435,3.22222222222222,92,2019-09-27,08:42:11,manha,obra,01/11/2019
1441,R. Sarmento Leite,8.22,422,2.28333333333333,141,2019-09-30,07:31:02,manha,obra,01/11/2019
1451,Av. Independência,8.31,636,2.30833333333333,212,2019-09-30,07:22:31,manha,obra,01/11/2019
1461,R. Garibaldi,8.25,447,2.29166666666667,131,2019-09-30,07:48:33,manha,obra,01/11/2019
1471,R. Prof. Annes Dias,10.21,346,2.83611111111111,88,2019-09-30,07:29:35,manha,obra,01/11/2019
1481,R. Sarmento Leite,14.41,647,4.00277777777778,95,2019-09-30,08:41:24,manha,obra,01/11/2019
1491,R. Santo Antônio,13.04,568,3.62222222222222,60,2019-09-30,08:59:51,manha,obra,01/11/2019
1501,Av. Independência,8.78,398,2.43888888888889,118,2019-09-30,08:29:00,manha,obra,01/11/2019
1511,R. Garibaldi,14.56,672,4.04444444444444,70,2019-09-30,08:53:20,manha,obra,01/11/2019
1521,R. Garibaldi,11.55,450,3.20833333333333,69,2019-09-30,08:58:06,manha,obra,01/11/2019
1531,Av. Osvaldo Aranha,21.99,985,6.10833333333333,66,2019-09-30,08:58:07,manha,obra,01/11/2019
1102,R. Sarmento Leite,9.85,647,2.73611111111111,169,2019-09-02,07:25:07,manha,pre,01/11/2019
2101,R. Garibaldi,9.7,447,2.69444444444444,102,2019-09-02,07:39:48,manha,pre,01/11/2019
3101,Av. Independência,7.71,807,2.14166666666667,294,2019-09-02,07:28:47,manha,pre,01/11/2019
4101,Av. Osvaldo Aranha,21.07,985,5.85277777777778,75,2019-09-02,07:56:34,manha,pre,01/11/2019
560,R. Sarmento Leite,12.8,647,3.55555555555556,115,2019-09-02,07:25:07,manha,pre,01/11/2019
612,R. Garibaldi,10.65,411,2.95833333333333,75,2019-09-02,08:52:27,manha,pre,01/11/2019
712,Av. Independência,11.08,532,3.07777777777778,115,2019-09-02,08:54:56,manha,pre,01/11/2019
812,R. Sarmento Leite,1.37,218,0.380555555555556,539,2019-09-03,07:46:49,manha,pre,01/11/2019
912,R. Sarmento Leite,13.29,647,3.69166666666667,108,2019-09-03,07:37:22,manha,pre,01/11/2019
1012,R. Santo Antônio,11.58,568,3.21666666666667,80,2019-09-03,07:55:34,manha,pre,01/11/2019
1112,Av. Osvaldo Aranha,8.82,393,2.45,115,2019-09-03,07:29:31,manha,pre,01/11/2019
1212,R. Sarmento Leite,2.21,218,0.613888888888889,322,2019-09-03,07:46:49,manha,pre,01/11/2019
1312,R. Sarmento Leite,8.91,647,2.475,194,2019-09-03,08:54:55,manha,pre,01/11/2019
1412,Av. Osvaldo Aranha,8.19,393,2.275,128,2019-09-03,07:29:31,manha,pre,01/11/2019
1512,R. Tomaz Flores,6.35,280,1.76388888888889,96,2019-09-03,08:57:52,manha,pre,01/11/2019
1611,R. Sarmento Leite,2.52,218,0.7,279,2019-09-03,07:46:49,manha,pre,01/11/2019
1711,R. Sarmento Leite,2.72,218,0.755555555555556,257,2019-09-04,07:46:08,manha,pre,01/11/2019
1811,R. Prof. Annes Dias,9.41,346,2.61388888888889,98,2019-09-04,07:30:06,manha,pre,01/11/2019
1911,Av. Independência,10.98,636,3.05,145,2019-09-04,07:42:00,manha,pre,01/11/2019
2011,R. Sarmento Leite,6.43,329,1.78611111111111,148,2019-09-04,07:20:55,manha,pre,01/11/2019
2111,R. Santo Antônio,12.63,568,3.50833333333333,65,2019-09-04,07:30:06,manha,pre,01/11/2019
2211,R. Tomaz Flores,7.89,280,2.19166666666667,65,2019-09-04,07:57:57,manha,pre,01/11/2019
2311,Av. Osvaldo Aranha,19.7,699,5.47222222222222,61,2019-09-04,07:57:36,manha,pre,01/11/2019
2411,R. Sarmento Leite,2.3,218,0.638888888888889,309,2019-09-04,08:42:28,manha,pre,01/11/2019
2511,R. Sarmento Leite,10.89,647,3.025,147,2019-09-04,07:20:55,manha,pre,01/11/2019
2611,R. Sarmento Leite,3.16,218,0.877777777777778,210,2019-09-04,08:47:44,manha,pre,01/11/2019
2711,R. Garibaldi,10.39,573,2.88611111111111,113,2019-09-04,08:53:21,manha,pre,01/11/2019
2811,R. Sarmento Leite,6.82,329,1.89444444444444,137,2019-09-05,07:40:44,manha,pre,01/11/2019
2911,R. Santo Antônio,12.65,568,3.51388888888889,65,2019-09-05,07:55:28,manha,pre,01/11/2019
3011,Av. Independência,10.29,742,2.85833333333333,183,2019-09-05,07:28:57,manha,pre,01/11/2019
3111,R. Sarmento Leite,15.58,529,4.32777777777778,71,2019-09-05,08:57:47,manha,pre,01/11/2019
3211,R. Garibaldi,13.24,672,3.67777777777778,86,2019-09-05,08:59:48,manha,pre,01/11/2019
3311,R. Santo Antônio,12.22,568,3.39444444444444,71,2019-09-05,08:54:51,manha,pre,01/11/2019
3411,Av. Independência,12.7,454,3.52777777777778,80,2019-09-05,08:57:21,manha,pre,01/11/2019
3511,R. Garibaldi,9.78,447,2.71666666666667,100,2019-09-06,07:44:50,manha,pre,01/11/2019
3611,R. Sarmento Leite,9.57,329,2.65833333333333,87,2019-09-06,07:58:28,manha,pre,01/11/2019
3711,Av. Osvaldo Aranha,15.5,799,4.30555555555556,107,2019-09-06,07:46:49,manha,pre,01/11/2019
3811,R. Sarmento Leite,8.77,319,2.43611111111111,96,2019-09-06,08:44:07,manha,pre,01/11/2019
3911,R. Mostardeiro,12.23,435,3.39722222222222,85,2019-09-06,08:57:57,manha,pre,01/11/2019
4011,R. Garibaldi,11.89,411,3.30277777777778,61,2019-09-06,08:55:19,manha,pre,01/11/2019
4111,Av. Independência,10.31,398,2.86388888888889,94,2019-09-06,08:52:14,manha,pre,01/11/2019
4211,R. Garibaldi,10.81,447,3.00277777777778,85,2019-09-09,07:47:05,manha,pre,01/11/2019
4311,Av. Independência,13.12,742,3.64444444444444,127,2019-09-09,07:33:42,manha,pre,01/11/2019
4411,R. Sarmento Leite,8.63,647,2.39722222222222,203,2019-09-09,07:33:54,manha,pre,01/11/2019
4511,R. Sarmento Leite,13.95,647,3.875,100,2019-09-09,08:19:16,manha,pre,01/11/2019
4611,R. Santo Antônio,12.03,568,3.34166666666667,73,2019-09-09,08:57:43,manha,pre,01/11/2019
4711,R. Garibaldi,5.47,672,1.51944444444444,346,2019-09-10,07:44:26,manha,pre,01/11/2019
4811,R. Santo Antônio,12.04,568,3.34444444444444,73,2019-09-10,07:52:49,manha,pre,01/11/2019
4911,R. Sarmento Leite,14.03,647,3.89722222222222,99,2019-09-10,07:15:07,manha,pre,01/11/2019
5011,Av. Independência,8.93,742,2.48055555555556,222,2019-09-10,08:49:17,manha,pre,01/11/2019
5111,R. Sarmento Leite,9.6,422,2.66666666666667,114,2019-09-10,08:56:21,manha,pre,01/11/2019
5211,R. Sarmento Leite,9.75,422,2.70833333333333,112,2019-09-10,08:58:54,manha,pre,01/11/2019
5311,R. Santo Antônio,13.03,568,3.61944444444444,60,2019-09-10,08:56:46,manha,pre,01/11/2019
5411,R. Garibaldi,8.04,672,2.23333333333333,204,2019-09-10,08:36:06,manha,pre,01/11/2019
5510,R. Tomaz Flores,8.96,422,2.48888888888889,89,2019-09-10,08:56:52,manha,pre,01/11/2019
562,R. Garibaldi,12.1,672,3.36111111111111,104,2019-09-10,08:36:06,manha,pre,01/11/2019
572,R. Sarmento Leite,9.48,647,2.63333333333333,179,2019-09-11,07:41:40,manha,pre,01/11/2019
582,Av. Independência,9.31,742,2.58611111111111,210,2019-09-11,07:29:11,manha,pre,01/11/2019
592,Av. Osvaldo Aranha,16.86,699,4.68333333333333,83,2019-09-11,07:45:52,manha,pre,01/11/2019
602,R. Garibaldi,10.32,411,2.86666666666667,80,2019-09-11,07:58:04,manha,pre,01/11/2019
613,R. Sarmento Leite,5.17,647,1.43611111111111,383,2019-09-11,07:41:40,manha,pre,01/11/2019
622,Av. Independência,11.17,742,3.10277777777778,163,2019-09-11,08:36:12,manha,pre,01/11/2019
632,R. Garibaldi,12.28,672,3.41111111111111,101,2019-09-11,08:50:55,manha,pre,01/11/2019
642,Av. Independência,8.58,876,2.38333333333333,278,2019-09-11,08:36:12,manha,pre,01/11/2019
652,Av. Independência,9.1,742,2.52777777777778,217,2019-09-11,08:36:12,manha,pre,01/11/2019
662,R. Garibaldi,10.05,447,2.79166666666667,96,2019-09-12,07:50:23,manha,pre,01/11/2019
672,Av. Independência,14.56,636,4.04444444444444,94,2019-09-12,07:31:11,manha,pre,01/11/2019
682,R. Santo Antônio,12.19,568,3.38611111111111,71,2019-09-12,07:59:22,manha,pre,01/11/2019
692,Av. Independência,9.92,876,2.75555555555556,229,2019-09-12,08:34:17,manha,pre,01/11/2019
702,R. Sarmento Leite,9.27,647,2.575,184,2019-09-12,08:57:47,manha,pre,01/11/2019
713,R. Garibaldi,10.12,447,2.81111111111111,95,2019-09-12,08:34:04,manha,pre,01/11/2019
722,Av. Osvaldo Aranha,20.33,985,5.64722222222222,81,2019-09-12,08:57:59,manha,pre,01/11/2019
732,R. Santo Antônio,11.61,643,3.225,94,2019-09-12,08:50:25,manha,pre,01/11/2019
742,R. Mostardeiro,12.37,435,3.43611111111111,84,2019-09-12,08:55:27,manha,pre,01/11/2019
752,R. Santo Antônio,2.95,153,0.819444444444444,160,2019-09-12,08:50:36,manha,pre,01/11/2019
762,Av. Independência,13.03,876,3.61944444444444,153,2019-09-12,08:34:17,manha,pre,01/11/2019
772,R. Santo Antônio,11.45,643,3.18055555555556,97,2019-09-13,07:37:26,manha,pre,01/11/2019
782,R. Sarmento Leite,4.37,194,1.21388888888889,137,2019-09-13,07:24:36,manha,pre,01/11/2019
792,R. Sarmento Leite,4.46,218,1.23888888888889,144,2019-09-13,08:47:19,manha,pre,01/11/2019
802,R. Sarmento Leite,16.41,647,4.55833333333333,75,2019-09-13,08:46:47,manha,pre,01/11/2019
813,Av. Osvaldo Aranha,21.74,967,6.03888888888889,61,2019-09-13,08:58:35,manha,pre,01/11/2019
822,Av. Osvaldo Aranha,23.99,1157,6.66388888888889,65,2019-09-16,06:58:58,manha,pre,01/11/2019
832,R. Sarmento Leite,12.61,647,3.50277777777778,118,2019-09-16,07:56:00,manha,pre,01/11/2019
842,R. Garibaldi,10.43,447,2.89722222222222,90,2019-09-16,07:59:37,manha,pre,01/11/2019
852,Av. Osvaldo Aranha,13.82,699,3.83888888888889,116,2019-09-16,07:53:58,manha,pre,01/11/2019
862,R. Sarmento Leite,12.96,647,3.6,113,2019-09-16,08:38:34,manha,pre,01/11/2019
872,R. Santo Antônio,12.93,568,3.59166666666667,61,2019-09-16,08:49:10,manha,pre,01/11/2019
882,R. Garibaldi,11.95,411,3.31944444444444,60,2019-09-16,08:58:09,manha,pre,01/11/2019
892,R. Sarmento Leite,4.72,218,1.31111111111111,134,2019-09-17,07:57:04,manha,pre,01/11/2019
902,Av. Independência,10.53,742,2.925,177,2019-09-17,07:39:32,manha,pre,01/11/2019
913,R. Sarmento Leite,5.83,329,1.61944444444444,167,2019-09-17,07:37:35,manha,pre,01/11/2019
922,R. Santo Antônio,11.8,568,3.27777777777778,77,2019-09-17,07:49:30,manha,pre,01/11/2019
932,R. Sarmento Leite,10.27,647,2.85277777777778,160,2019-09-17,07:37:35,manha,pre,01/11/2019
942,Av. Independência,10.48,807,2.91111111111111,194,2019-09-17,08:39:46,manha,pre,01/11/2019
952,R. Santo Antônio,11.81,643,3.28055555555556,91,2019-09-17,08:59:27,manha,pre,01/11/2019
962,Av. Osvaldo Aranha,7.2,306,2,116,2019-09-17,08:39:41,manha,pre,01/11/2019
972,R. Sarmento Leite,3.12,218,0.866666666666667,219,2019-09-18,07:56:49,manha,pre,01/11/2019
982,R. Sarmento Leite,6.68,329,1.85555555555556,141,2019-09-18,07:17:19,manha,pre,01/11/2019
992,Av. Independência,15.2,742,4.22222222222222,99,2019-09-18,07:33:01,manha,pre,01/11/2019
1002,R. Garibaldi,10.22,447,2.83888888888889,93,2019-09-18,07:43:33,manha,pre,01/11/2019
1013,R. Santo Antônio,11.73,568,3.25833333333333,78,2019-09-18,07:58:32,manha,pre,01/11/2019
1022,R. Santo Antônio,3.9,175,1.08333333333333,132,2019-09-18,07:58:21,manha,pre,01/11/2019
1032,Av. Independência,9.62,742,2.67222222222222,201,2019-09-18,08:37:43,manha,pre,01/11/2019
1042,R. Sarmento Leite,13.21,647,3.66944444444444,109,2019-09-18,08:43:01,manha,pre,01/11/2019
1052,R. Mostardeiro,11.35,435,3.15277777777778,95,2019-09-18,08:50:30,manha,pre,01/11/2019
1062,R. Sarmento Leite,3.81,218,1.05833333333333,174,2019-09-19,07:51:24,manha,pre,01/11/2019
1072,R. Sarmento Leite,11.13,647,3.09166666666667,142,2019-09-19,07:44:06,manha,pre,01/11/2019
1082,Av. Osvaldo Aranha,8.95,306,2.48611111111111,86,2019-09-19,07:57:24,manha,pre,01/11/2019
1092,R. Sarmento Leite,11.7,647,3.25,132,2019-09-19,08:27:17,manha,pre,01/11/2019
1103,R. Santo Antônio,12.44,568,3.45555555555556,68,2019-09-19,08:55:05,manha,pre,01/11/2019
1113,R. Garibaldi,12.32,450,3.42222222222222,60,2019-09-20,07:42:37,manha,pre,01/11/2019
1122,R. Garibaldi,12.45,672,3.45833333333333,98,2019-09-23,07:55:30,manha,pre,01/11/2019
1132,Av. Independência,17.07,876,4.74166666666667,96,2019-09-23,07:25:33,manha,pre,01/11/2019
1142,Av. Osvaldo Aranha,20.16,970,5.6,81,2019-09-23,07:47:58,manha,pre,01/11/2019
1152,R. Sarmento Leite,3.46,218,0.961111111111111,195,2019-09-23,08:38:25,manha,pre,01/11/2019
1162,R. Sarmento Leite,13.15,647,3.65277777777778,110,2019-09-23,08:38:17,manha,pre,01/11/2019
1172,Av. Independência,12.22,418,3.39444444444444,79,2019-09-23,08:52:14,manha,pre,01/11/2019
1182,R. Santo Antônio,13.5,568,3.75,55,2019-09-23,08:38:26,manha,pre,01/11/2019
1192,R. Garibaldi,11.49,424,3.19166666666667,70,2019-09-23,08:53:50,manha,pre,01/11/2019
1202,R. Sarmento Leite,4.62,218,1.28333333333333,138,2019-09-24,07:48:13,manha,pre,01/11/2019
1213,R. Prof. Annes Dias,8.34,346,2.31666666666667,115,2019-09-24,07:35:20,manha,pre,01/11/2019
1222,Av. Independência,8.23,636,2.28611111111111,215,2019-09-24,07:26:30,manha,pre,01/11/2019
1232,R. Sarmento Leite,10.47,569,2.90833333333333,138,2019-09-24,07:27:56,manha,pre,01/11/2019
1242,R. Sarmento Leite,9.66,439,2.68333333333333,89,2019-09-24,07:58:53,manha,pre,01/11/2019
1252,R. Sarmento Leite,4.4,218,1.22222222222222,146,2019-09-24,07:48:13,manha,pre,01/11/2019
1262,R. Sarmento Leite,8.89,647,2.46944444444444,195,2019-09-24,07:27:56,manha,pre,01/11/2019
1272,R. Santo Antônio,11.48,568,3.18888888888889,81,2019-09-24,08:55:09,manha,pre,01/11/2019
1104,Av. Osvaldo Aranha,4.93,413,1.36944444444444,254,2019-11-01,16:39:35,tarde,atual,01/11/2019
2102,R. Santo Antônio,7.91,643,2.19722222222222,188,2019-11-01,16:47:16,tarde,atual,01/11/2019
3102,R. Garibaldi,9.55,484,2.65277777777778,112,2019-11-01,16:48:53,tarde,atual,01/11/2019
4102,R. Garibaldi,4.11,447,1.14166666666667,327,2019-11-01,16:55:12,tarde,atual,01/11/2019
563,R. Tomaz Flores,4.62,164,1.28333333333333,94,2019-11-01,16:51:10,tarde,atual,01/11/2019
614,R. Prof. Annes Dias,4.46,346,1.23888888888889,245,2019-11-01,17:41:02,tarde,atual,01/11/2019
714,Av. Independência,10.73,636,2.98055555555556,150,2019-11-01,17:08:24,tarde,atual,01/11/2019
814,R. Sarmento Leite,12.95,569,3.59722222222222,101,2019-11-01,17:44:54,tarde,atual,01/11/2019
914,R. Tomaz Flores,5.92,280,1.64444444444444,108,2019-11-01,17:29:55,tarde,atual,01/11/2019
1014,Av. Osvaldo Aranha,7.25,326,2.01388888888889,123,2019-11-01,17:51:17,tarde,atual,01/11/2019
1114,R. Garibaldi,5.82,1217,1.61666666666667,573,2019-11-01,17:42:52,tarde,atual,01/11/2019
1214,Av. Independência - Pista Dir.,10.15,397,2.81944444444444,100,2019-11-01,17:23:37,tarde,atual,01/11/2019
1313,R. Santo Antônio,4.82,936,1.33888888888889,552,2019-11-01,17:49:03,tarde,atual,01/11/2019
1413,Av. Independência,12.31,636,3.41944444444444,123,2019-11-01,17:08:24,tarde,atual,01/11/2019
1513,R. Garibaldi,5.24,672,1.45555555555556,365,2019-11-01,18:37:40,tarde,atual,01/11/2019
1612,R. Tomaz Flores,4.22,280,1.17222222222222,176,2019-11-01,18:07:07,tarde,atual,01/11/2019
1712,Av. Osvaldo Aranha,9.13,500,2.53611111111111,139,2019-11-01,18:54:13,tarde,atual,01/11/2019
1812,R. Garibaldi,8.35,450,2.31944444444444,123,2019-11-01,18:20:12,tarde,atual,01/11/2019
1912,R. Mostardeiro,16.6,620,4.61111111111111,77,2019-11-01,18:09:07,tarde,atual,01/11/2019
2012,Av. Independência - Pista Dir.,10.51,414,2.91944444444444,99,2019-11-01,18:11:13,tarde,atual,01/11/2019
2112,R. Santo Antônio,8.93,936,2.48055555555556,231,2019-11-01,17:49:03,tarde,atual,01/11/2019
2212,R. Garibaldi,10.43,424,2.89722222222222,84,2019-11-01,19:42:13,tarde,atual,01/11/2019
2312,R. Garibaldi,6.69,447,1.85833333333333,176,2019-11-01,18:37:40,tarde,atual,01/11/2019
2412,R. Santo Antônio,4.3,152,1.19444444444444,99,2019-11-01,19:54:33,tarde,atual,01/11/2019
2512,R. Sarmento Leite,12.12,422,3.36666666666667,81,2019-11-04,16:57:40,tarde,atual,01/11/2019
2612,Av. Independência,13.11,807,3.64166666666667,139,2019-11-04,16:50:50,tarde,atual,01/11/2019
2712,R. Garibaldi,7.79,672,2.16388888888889,214,2019-11-04,16:40:17,tarde,atual,01/11/2019
2812,R. Santo Antônio,11.23,643,3.11944444444444,101,2019-11-04,16:59:31,tarde,atual,01/11/2019
2912,R. Mostardeiro,9.01,334,2.50277777777778,97,2019-11-04,16:59:32,tarde,atual,01/11/2019
3012,R. Mostardeiro,14.65,698,4.06944444444444,95,2019-11-04,16:22:20,tarde,atual,01/11/2019
3112,Av. Osvaldo Aranha,10.77,699,2.99166666666667,167,2019-11-04,16:25:43,tarde,atual,01/11/2019
3212,Av. Independência,12.93,807,3.59166666666667,142,2019-11-04,16:50:50,tarde,atual,01/11/2019
3312,R. Sarmento Leite,8.77,319,2.43611111111111,96,2019-11-04,17:55:47,tarde,atual,01/11/2019
3412,R. Mostardeiro,9.36,751,2.6,202,2019-11-04,17:01:41,tarde,atual,01/11/2019
3512,Av. Osvaldo Aranha,17.78,699,4.93888888888889,75,2019-11-04,17:56:05,tarde,atual,01/11/2019
3612,R. Garibaldi,8.42,672,2.33888888888889,191,2019-11-04,17:50:46,tarde,atual,01/11/2019
3712,R. Santo Antônio,8.04,280,2.23333333333333,78,2019-11-04,17:50:47,tarde,atual,01/11/2019
3812,R. Garibaldi,9.9,424,2.75,92,2019-11-04,17:59:25,tarde,atual,01/11/2019
3912,R. Santo Antônio,4.88,445,1.35555555555556,259,2019-11-04,17:34:14,tarde,atual,01/11/2019
4012,Av. Osvaldo Aranha,4.42,1172,1.22777777777778,845,2019-11-04,17:56:05,tarde,atual,01/11/2019
4112,R. Prof. Annes Dias,2.85,346,0.791666666666667,402,2019-11-04,18:34:18,tarde,atual,01/11/2019
4212,R. Sarmento Leite,12.89,647,3.58055555555556,114,2019-11-04,18:05:56,tarde,atual,01/11/2019
4312,Av. Independência,7.35,876,2.04166666666667,340,2019-11-04,16:50:50,tarde,atual,01/11/2019
4412,R. Garibaldi,7.54,672,2.09444444444444,225,2019-11-04,18:17:34,tarde,atual,01/11/2019
4512,Av. Independência - Pista Dir.,9.97,397,2.76944444444444,103,2019-11-04,18:21:30,tarde,atual,01/11/2019
4612,R. Mostardeiro,12.51,1111,3.475,198,2019-11-04,18:57:27,tarde,atual,01/11/2019
4712,R. Santo Antônio,5.54,445,1.53888888888889,220,2019-11-04,18:07:56,tarde,atual,01/11/2019
4812,R. Prof. Annes Dias,6.02,346,1.67222222222222,172,2019-11-04,18:34:18,tarde,atual,01/11/2019
4912,R. Sarmento Leite,14.23,647,3.95277777777778,97,2019-11-04,18:05:56,tarde,atual,01/11/2019
5012,Av. Independência,9.27,876,2.575,251,2019-11-04,16:50:50,tarde,atual,01/11/2019
5112,Av. Osvaldo Aranha,8.05,799,2.23611111111111,278,2019-11-04,17:56:05,tarde,atual,01/11/2019
5212,R. Garibaldi,4.49,672,1.24722222222222,442,2019-11-04,18:17:34,tarde,atual,01/11/2019
5312,R. Tomaz Flores,5.13,280,1.425,134,2019-11-04,19:44:34,tarde,atual,01/11/2019
5412,R. Santo Antônio,3.84,152,1.06666666666667,114,2019-11-04,19:25:15,tarde,atual,01/11/2019
5511,Av. Independência - Pista Dir.,6.34,397,1.76111111111111,185,2019-11-04,18:21:30,tarde,atual,01/11/2019
564,R. Mostardeiro,10.47,620,2.90833333333333,156,2019-11-04,19:17:09,tarde,atual,01/11/2019
573,Av. Independência,12.8,742,3.55555555555556,132,2019-11-05,16:27:57,tarde,atual,01/11/2019
583,Av. Osvaldo Aranha,13.81,699,3.83611111111111,116,2019-11-05,16:52:01,tarde,atual,01/11/2019
